29.540266 ,-21.426453 ,-993.806258
31.993888 ,-20.456934 ,-998.651188
27.214899 ,-37.573230 ,-1060.147616
14.650913 ,-4.397296 ,-998.599802
-57.667672 ,31.110363 ,-998.905940
34.016300 ,111.259220 ,-997.776943
178.886032 ,-27.696870 ,-1009.589008
2.040788 ,-152.875330 ,-962.678685
-120.567588 ,-20.009720 ,-964.229676
49.118433 ,124.204931 ,-968.258114
234.794873 ,-56.615657 ,-988.668233
117.569357 ,-271.623683 ,-961.097998
-189.431116 ,-220.607715 ,-919.063383
-312.404464 ,-31.559275 ,-969.931161
-187.469792 ,139.926240 ,-951.330841
72.420084 ,170.925441 ,-999.959562
186.145217 ,-60.770856 ,-980.834584
146.576582 ,-325.873105 ,-937.008535
-69.817117 ,-437.215701 ,-908.162545
-308.753552 ,-308.306826 ,-910.223838
-377.744115 ,-98.756858 ,-941.804697
-270.639017 ,138.225640 ,-910.749504
40.576366 ,210.894323 ,-950.470871
268.441467 ,28.932518 ,-924.242777
279.785167 ,-291.962873 ,-937.706040
0.294665 ,-448.609456 ,-897.415417
-293.316899 ,-426.779805 ,-836.074239
-478.031589 ,-289.543061 ,-819.347242
-570.534588 ,-68.527677 ,-820.853655
-538.393455 ,262.141525 ,-796.568393
-361.400853 ,441.932169 ,-777.815090
-124.145761 ,467.505281 ,-876.515635
195.337633 ,219.946172 ,-982.464900
308.678758 ,-149.753676 ,-928.156109
184.590564 ,-399.336096 ,-899.644451
-23.398099 ,-561.728028 ,-807.208872
-262.497742 ,-575.192037 ,-762.956593
-490.950608 ,-431.162987 ,-747.833359
-661.031103 ,-241.052608 ,-701.540610
-718.364533 ,-15.865451 ,-690.521234
-720.190641 ,302.364076 ,-670.785266
-559.719284 ,446.043218 ,-712.559758
-323.279813 ,608.292652 ,-730.733969
-30.248184 ,672.731639 ,-720.806036
266.491282 ,572.756582 ,-777.885985
379.920138 ,203.098972 ,-897.141417
388.322314 ,-165.039593 ,-918.883953
208.955251 ,-431.669675 ,-869.953314
22.041279 ,-548.543295 ,-795.176295
-141.903938 ,-562.289464 ,-818.120135
-392.957680 ,-469.344674 ,-755.567270
-547.396936 ,-379.322049 ,-737.015532
-707.423520 ,-197.507534 ,-710.843203
-735.307086 ,57.236656 ,-628.677017
-723.642017 ,284.845475 ,-659.905779
-572.333080 ,488.503899 ,-622.436899
-314.596399 ,606.418224 ,-671.445467
-59.074446 ,689.757764 ,-721.942121
273.793475 ,536.003423 ,-772.616664
599.383465 ,219.918803 ,-768.030576
713.698996 ,-114.952211 ,-702.548259
588.092599 ,-430.260151 ,-664.910850
307.833531 ,-686.737659 ,-633.448390
70.801867 ,-862.563021 ,-564.938174
-137.261394 ,-875.862401 ,-392.689559
-305.692502 ,-844.990099 ,-357.960821
-521.087317 ,-764.826159 ,-415.556936
-580.828681 ,-576.436789 ,-433.381740
-922.091731 ,-405.586756 ,-333.047250
-834.950482 ,-94.772119 ,-449.047581
-908.558796 ,234.243416 ,-333.545527
-713.711144 ,531.421270 ,-290.483729
-586.361245 ,729.714954 ,-249.586648
-296.987515 ,877.290276 ,-348.729443
330.581967 ,748.250471 ,-634.499740
707.882193 ,309.603514 ,-739.326486
809.361340 ,-217.689483 ,-531.704612
761.502395 ,-529.906312 ,-382.858844
541.198961 ,-734.527575 ,-379.772402
321.216697 ,-868.324662 ,-397.422918
162.480511 ,-923.368653 ,-344.172234
