-34.051490 ,-629.917733 ,757.494451
-115.597823 ,-299.079200 ,949.788178
-409.585737 ,-175.004047 ,958.152660
-672.482072 ,19.201292 ,705.829029
-844.406733 ,116.236032 ,591.572808
-826.188254 ,170.332609 ,493.085549
-526.506768 ,523.587434 ,630.241342
-65.006850 ,654.751492 ,667.285751
206.789617 ,736.560960 ,607.338358
672.482120 ,255.147394 ,666.467785
676.812251 ,-194.740433 ,717.779248
323.772510 ,-629.181839 ,737.248772
-113.933900 ,-771.285560 ,607.351833
-480.329395 ,-772.629915 ,257.094766
-673.368390 ,-648.911077 ,-94.343138
-798.398474 ,-551.923812 ,-301.619065
-786.396700 ,-551.990416 ,-359.617315
-593.012852 ,-871.037357 ,-106.947240
-170.840579 ,-989.666509 ,-272.667371
353.919710 ,-966.805612 ,-242.105873
411.440606 ,-939.529529 ,-213.571041
23.535418 ,-994.322764 ,-54.211515
-402.949351 ,-989.894383 ,-102.887100
-709.588771 ,-784.266330 ,67.842443
-814.823592 ,-437.084907 ,341.416714
-937.002810 ,-236.457018 ,528.025433
-586.627650 ,-56.414320 ,768.702082
-327.748510 ,112.424257 ,905.872196
-32.930006 ,394.977808 ,909.773009
-101.227231 ,519.396239 ,829.471332
-422.620047 ,583.463472 ,641.088406
-583.667006 ,593.870494 ,584.499054
-830.306061 ,386.951147 ,348.732954
-822.671194 ,473.378612 ,140.372615
-503.753544 ,777.475724 ,22.522863
91.239181 ,935.884331 ,-34.102147
730.099116 ,639.234017 ,64.480669
923.210003 ,97.861080 ,287.823951
775.654061 ,81.936592 ,700.084797
288.906302 ,-168.175086 ,900.437828
121.342774 ,-201.024442 ,924.889607
-351.539736 ,-120.711825 ,928.827564
-518.540467 ,-191.639206 ,872.147730
-672.637703 ,-192.300004 ,664.939374
-792.589747 ,110.943600 ,602.727597
-537.971127 ,556.091650 ,630.388788
-66.871845 ,486.977756 ,852.300682
301.522090 ,265.549112 ,889.493810
532.054942 ,-81.042189 ,817.569117
649.224055 ,-151.658267 ,573.320153
817.204779 ,-118.891013 ,496.753388
953.121123 ,-168.057944 ,78.685228
937.850525 ,-190.191280 ,-181.787127
864.310814 ,-201.486184 ,-366.500484
836.501786 ,-337.349110 ,-534.422837
825.185155 ,-239.787221 ,-534.165922
920.703228 ,-119.749065 ,-181.529469
848.028410 ,-146.338214 ,241.691623
527.308530 ,-59.560181 ,696.050328
17.511678 ,69.946197 ,1001.457327
-443.120563 ,14.545921 ,877.682323
-867.031179 ,29.315509 ,510.544512
-854.791094 ,-8.765261 ,411.948526
-889.068208 ,-84.840092 ,348.402847
-1021.166714 ,-172.021884 ,250.883637
-886.630078 ,-399.905844 ,-45.883931
-772.308840 ,-621.830544 ,22.301592
-424.975589 ,-935.911348 ,-218.421535
-203.593143 ,-843.661651 ,-463.231215
-316.890920 ,-681.601214 ,-676.280936
-178.453970 ,-670.453689 ,-671.584660
97.605145 ,-761.900100 ,-592.897032
205.856646 ,-891.571726 ,-460.813977
-284.357821 ,-822.138987 ,-456.755200
-666.412131 ,-697.947452 ,-256.607108
-772.247287 ,-594.723180 ,22.347205
-774.226119 ,-485.855844 ,300.476247
-735.845030 ,-469.103861 ,554.963506
-710.427572 ,-643.079975 ,212.843478
-409.380505 ,-913.841870 ,1.516942
-171.891548 ,-962.340205 ,-133.648462
-183.476888 ,-880.997122 ,-104.466144
-559.591863 ,-783.946253 ,66.637210
-647.810396 ,-707.865394 ,299.082412
-533.871704 ,-669.367828 ,489.307450
-505.877256 ,-533.541393 ,634.067587
-620.254118 ,-642.463369 ,478.467281
-513.927141 ,-794.599488 ,124.153664
-316.944313 ,-978.757308 ,-34.077534
-183.940439 ,-880.905897 ,-46.560604
-503.940370 ,-783.421756 ,320.958035
-476.619515 ,-658.310551 ,546.767684
-293.557262 ,-543.709903 ,771.307499
-483.044134 ,-620.226592 ,639.526761
-532.554154 ,-783.528922 ,292.237041
-438.854063 ,-843.269194 ,100.306729
-353.379905 ,-902.538285 ,215.322135
-643.439234 ,-588.252272 ,507.696697
-414.783235 ,-495.138682 ,795.525275
-299.427901 ,-261.659669 ,864.477089
17.115610 ,-206.594527 ,972.039309
92.322585 ,-32.910869 ,994.890829
121.537464 ,129.794867 ,994.932728
-264.301351 ,188.496783 ,928.652220
-562.858918 ,268.932412 ,774.854566
-648.218632 ,317.331190 ,642.449253
-587.349726 ,-170.174023 ,826.416049
-213.231668 ,-207.169056 ,921.778527
17.542835 ,42.820588 ,989.830606
-281.679663 ,177.626028 ,934.563595
-660.596262 ,192.722164 ,711.818793
-848.943103 ,148.524495 ,446.910048
-643.570706 ,252.477400 ,763.895062
-281.431322 ,389.109079 ,963.872143
65.005830 ,395.214457 ,926.356634
88.770308 ,514.453998 ,874.256923
-101.690783 ,519.487464 ,887.376872
-475.101203 ,561.767132 ,705.165206
-455.353765 ,696.921249 ,438.888719
-261.490562 ,670.670328 ,715.213625
-64.399219 ,779.381509 ,626.961691
122.235266 ,914.974737 ,411.455891
173.866831 ,909.718795 ,445.772897
-20.935786 ,930.730693 ,285.249948
384.323853 ,904.193156 ,96.661749
20.949447 ,979.336448 ,111.290945
-83.775314 ,979.288183 ,222.145863
-215.886891 ,968.043500 ,147.916584
-347.721098 ,1038.102663 ,62.243034
-438.137877 ,950.751615 ,-197.736175
-292.365164 ,977.874825 ,-384.147169
-489.444957 ,955.943699 ,-272.587059
-213.882071 ,1054.431287 ,-77.769063
-162.955255 ,1065.585723 ,49.224174
65.358933 ,1028.593088 ,342.624367
183.045352 ,769.186514 ,700.227378
231.360631 ,140.835226 ,970.908010
-69.631716 ,-483.356402 ,920.154402
-532.986548 ,-810.563306 ,338.515860
-857.084784 ,-541.003278 ,-173.745080
-977.416487 ,44.357606 ,-108.090298
